credit_id,client_id,montant_demande_fcfa,duree_mois,nb_transactions_30j,a_fait_defaut,nom,ville,age,metier,revenu_mensuel_fcfa,anciennete_mobile_money_mois,operateur_principal,nb_transactions_total,montant_total_fcfa,montant_moyen_fcfa,montant_max_fcfa,montant_std_fcfa,nb_types_distincts,nb_operateurs_distincts,jours_depuis_derniere_trans,nb_achat_credit,nb_depot,nb_paiement_facture,nb_retrait,nb_transfert
306,414,59796,3,53,1,Alexandre-Éric Maillard,Lambaréné,52,Chauffeur de taxi,47889,27,moov,53,490343,9251.754716981131,18584,5217.448314976246,5,1,4,11,9,13,11,9
307,415,157266,12,54,0,Jean Marty de Arnaud,Mouila,45,Mécanicien(ne),100540,33,airtel,54,1140727,21124.574074074073,39209,10498.98315220377,5,1,6,10,6,12,13,13
308,419,428084,3,51,1,Gabrielle du Humbert,Port-Gentil,45,Artisan(e),182226,16,moov,51,1936268,37966.03921568627,72103,20504.559203221885,5,1,1,8,9,12,10,12
309,423,136589,6,58,0,Édouard Faivre,Port-Gentil,49,Restaurateur(trice),102059,37,gimac,58,1211294,20884.379310344826,40139,10093.659461626577,5,1,0,9,13,8,15,13
310,425,63791,6,39,0,Pauline Vallée,Libreville,20,Commerçant(e),120884,48,airtel,39,1076380,27599.48717948718,48004,13618.93852010152,5,1,5,5,13,8,4,9
311,427,584883,3,62,0,Céline Le Perret,Mouila,32,Coiffeur(se),293899,42,airtel,62,3796982,61241.645161290326,99670,31737.831108608898,5,1,2,12,15,8,15,12
312,429,58527,3,50,1,Véronique-Manon Lambert,Oyem,51,Commerçant(e),100853,12,moov,50,1045797,20915.94,38907,10148.47060038796,5,1,14,10,8,14,10,8
313,433,315336,12,34,1,Célina Robert,Lambaréné,18,Mécanicien(ne),155822,1,gimac,34,1270907,37379.617647058825,60525,16339.187118637848,5,1,0,7,8,5,9,5
314,434,102113,3,42,0,Philippine Roger,Oyem,44,Restaurateur(trice),128156,34,airtel,42,1054691,25111.690476190477,50801,14379.929869376965,5,1,5,8,5,8,10,11
315,435,148435,3,40,1,Laurent Rossi,Mouila,62,Coiffeur(se),77883,15,moov,40,700342,17508.55,30474,9039.595106515755,5,1,2,8,11,7,6,8
316,436,97668,3,22,0,Philippe Vaillant-Laroche,Oyem,36,Vendeur(se) au marché,111697,9,moov,22,628711,28577.772727272728,41779,12125.12324898309,5,1,10,3,3,1,4,11
317,438,101845,9,17,1,Martin Moreau,Lambaréné,31,Restaurateur(trice),91520,8,moov,17,289725,17042.647058823528,35798,11432.672729622196,5,1,19,4,3,1,3,6
318,439,33974,6,11,1,Astrid Bouvier,Franceville,61,Vendeur(se) au marché,76438,6,gimac,11,137198,12472.545454545454,20656,5243.484821445302,5,1,6,1,3,1,4,2
319,441,153938,6,46,0,Luce Noël,Libreville,61,Vendeur(se) au marché,66021,33,moov,46,649056,14109.91304347826,25494,6590.3411269863955,5,1,1,12,6,10,6,12
320,443,117739,6,36,0,Thierry Jacques,Oyem,26,Couturier(ère),139278,4,moov,36,979909,27219.694444444445,54158,15835.19030120563,5,1,1,6,8,7,6,9
321,444,81894,9,60,0,Aurore Nguyen,Port-Gentil,55,Petit éleveur,69167,42,moov,60,845822,14097.033333333333,27084,7756.4067077364625,5,1,2,16,9,14,14,7
322,448,183494,12,26,1,Auguste Gros,Moanda,49,Mécanicien(ne),134140,42,gimac,26,775771,29837.346153846152,53530,16160.209320283711,5,1,1,6,3,5,8,4
323,450,471150,6,50,0,Jérôme Le Petitjean,Libreville,42,Coiffeur(se),227513,41,moov,50,2429430,48588.6,89872,25224.20470864589,5,1,8,9,6,13,9,13
324,451,121529,6,69,0,Georges Henry,Lambaréné,42,Vendeur(se) au marché,107895,59,airtel,69,1587535,23007.753623188404,42560,12205.759120915734,5,1,5,14,15,11,12,17
325,452,62605,3,38,1,Gilbert Philippe,Lambaréné,55,Couturier(ère),30380,31,airtel,38,239416,6300.421052631579,11943,3464.9968966218225,5,1,10,8,8,3,11,8
326,453,25000,6,41,0,Thibaut Brunet,Libreville,32,Petit éleveur,30000,18,moov,41,224476,5475.024390243902,11960,3322.375501714134,5,1,10,6,10,7,11,7
327,454,79778,6,33,1,Emmanuel Leleu,Franceville,29,Couturier(ère),38965,55,gimac,33,253132,7670.666666666667,15081,4185.949800125017,5,1,6,8,10,5,4,6
328,455,86270,3,50,0,Susan Faivre,Libreville,63,Coiffeur(se),48276,23,gimac,50,476530,9530.6,18459,5436.479041378429,5,1,3,3,11,15,10,11
329,456,202763,6,18,0,Sophie-Margot Techer,Tchibanga,52,Vendeur(se) au marché,114674,13,airtel,18,402288,22349.333333333332,41711,14532.11463904524,5,1,24,4,3,2,6,3
330,457,210852,6,43,0,Clémence Besnard,Oyem,19,Agriculteur(trice),97653,15,moov,43,886504,20616.372093023256,38177,11016.84442769183,5,1,1,7,10,13,5,8
331,458,133507,12,37,1,Noël Pichon,Franceville,38,Commerçant(e),69327,46,airtel,37,572210,15465.135135135135,26861,7869.802415852926,5,1,7,6,5,9,10,7
332,459,25000,9,30,1,Guillaume Maury de Benard,Port-Gentil,51,Coiffeur(se),30000,10,airtel,30,179611,5987.033333333334,11951,3393.8583117493113,5,1,14,7,5,6,6,6
333,460,58115,6,53,1,Arnaude Le Pinto,Lambaréné,26,Chauffeur de taxi,87593,20,gimac,53,1024533,19330.811320754718,33532,8834.255388622623,5,1,0,21,7,4,10,11
334,461,304592,6,26,0,Alex Boyer,Franceville,42,Vendeur(se) au marché,144394,38,gimac,26,769161,29583.115384615383,53152,14948.497201597014,5,1,2,10,4,2,3,7
335,463,82848,12,45,0,Thibault Valentin,Oyem,58,Petit éleveur,107465,21,airtel,45,1126534,25034.088888888888,42572,12124.690310613414,5,1,0,14,6,6,7,12
336,464,314212,12,29,1,Nathalie du Blin,Franceville,58,Artisan(e),137504,21,gimac,29,782461,26981.41379310345,54019,16210.040914985908,5,1,8,3,4,6,11,5
337,469,111159,3,66,1,Philippe Imbert,Mouila,28,Artisan(e),53201,57,gimac,66,749083,11349.742424242424,21257,5619.83646986446,5,1,6,14,18,8,11,15
338,472,149336,12,14,1,Constance Le Guichard,Libreville,41,Commerçant(e),156575,10,moov,14,544575,38898.21428571428,59776,17232.53879763768,5,1,0,3,3,3,1,4
339,473,230302,9,9,0,Léon Lejeune Le Potier,Libreville,31,Chauffeur de taxi,126471,7,gimac,9,320341,35593.444444444445,47072,11505.632686983266,5,1,0,1,4,1,2,1
340,474,30298,3,49,0,Anastasie Lefort Le François,Port-Gentil,37,Mécanicien(ne),78165,55,moov,49,725036,14796.65306122449,30905,9409.148189286807,5,1,6,10,9,10,8,12
341,475,108447,9,13,1,Brigitte Pascal,Mouila,29,Coiffeur(se),95500,6,moov,13,290844,22372.615384615383,35526,9595.614367498498,5,1,6,3,3,3,1,3
342,476,177242,12,35,1,Lorraine Fleury,Tchibanga,47,Vendeur(se) au marché,77454,17,airtel,35,517572,14787.771428571428,28369,8669.707936887167,5,1,6,6,7,8,9,5
343,477,319921,3,44,1,Clémence Le Roux de Guillon,Port-Gentil,23,Coiffeur(se),218869,10,gimac,44,1829908,41588.818181818184,87267,24416.683920776457,5,1,1,10,4,10,8,12
344,478,155796,6,47,0,Jérôme Ruiz,Libreville,42,Agriculteur(trice),68629,15,moov,47,655253,13941.553191489362,26280,6915.591724843062,5,1,2,11,9,8,10,9
345,479,118635,9,26,0,Christelle Valentin,Tchibanga,37,Artisan(e),282428,16,moov,26,1244692,47872.769230769234,99670,27920.375212819315,5,1,0,3,4,8,5,6
346,481,169760,12,29,1,Margot Rodriguez,Mouila,23,Mécanicien(ne),68366,3,airtel,29,398977,13757.827586206897,26920,8184.700221707073,5,1,10,2,6,10,6,5
347,485,709897,12,63,0,Élise Jean,Lambaréné,44,Vendeur(se) au marché,378126,56,moov,63,4312880,68458.41269841269,99670,31152.378811791954,5,1,0,6,16,18,13,10
348,487,80268,12,62,0,Benoît Guillou de Peltier,Mouila,20,Mécanicien(ne),38687,45,moov,62,481555,7767.0161290322585,15302,4518.260997591722,5,1,7,12,15,9,10,16
349,488,246013,12,31,1,Christelle Godard,Moanda,41,Commerçant(e),121329,31,moov,31,914693,29506.225806451614,47170,14645.20909082484,5,1,7,4,5,9,6,7
350,489,291896,12,41,0,Colette Goncalves,Tchibanga,62,Artisan(e),157746,18,airtel,41,1321406,32229.414634146342,61038,19026.159534934537,5,1,2,12,9,6,8,6
351,490,144036,3,22,0,Thierry Gaillard,Mouila,56,Artisan(e),70530,18,airtel,22,350981,15953.681818181818,27252,6789.274976274212,4,1,12,4,5,8,0,5
352,492,190276,12,39,0,Inès Hebert,Mouila,26,Agriculteur(trice),100577,20,gimac,39,820990,21051.02564102564,38728,11447.366951876058,5,1,2,7,11,9,8,4
353,493,127012,9,38,1,Lorraine Chrétien du Rey,Lambaréné,63,Couturier(ère),61427,59,moov,38,491616,12937.263157894737,24002,6180.508663069865,5,1,3,6,5,9,14,4
354,494,111408,3,37,1,Isabelle Ruiz-Lelièvre,Port-Gentil,61,Commerçant(e),76656,26,airtel,37,652036,17622.594594594593,29872,7676.1867683963565,5,1,7,6,5,7,11,8
355,495,136429,9,17,1,Julien du Pinto,Tchibanga,55,Agriculteur(trice),71441,12,moov,17,248554,14620.823529411764,26668,8355.313288824767,5,1,1,6,4,2,4,1
356,496,69826,3,36,1,Laurent Gaudin du Renard,Port-Gentil,36,Commerçant(e),36772,17,moov,36,287324,7981.222222222223,13799,3969.7407551995216,5,1,0,10,6,5,4,11
357,497,345940,3,46,1,Thibaut de la Deschamps,Oyem,61,Couturier(ère),142429,15,moov,46,1495840,32518.260869565216,56677,15886.172909427007,5,1,5,8,12,10,10,6
358,498,66498,12,53,0,Tristan Leduc,Libreville,48,Chauffeur de taxi,136022,56,gimac,53,1548603,29218.924528301886,52636,14573.706980313576,5,1,0,10,12,10,11,10
359,500,189251,3,15,0,Chantal Le Perez,Mouila,55,Artisan(e),93528,20,airtel,15,295509,19700.6,36444,11697.788501617366,5,1,24,2,4,3,1,5
360,503,48690,3,30,0,Maurice Lévêque-Michel,Moanda,30,Chauffeur de taxi,76963,42,gimac,30,481437,16047.9,30354,8756.101771395448,5,1,1,3,7,5,10,5
361,504,117758,3,57,0,Anastasie Delaunay,Franceville,64,Commerçant(e),133694,44,gimac,57,1695942,29753.36842105263,52649,13270.18165398271,5,1,5,6,11,10,7,23
362,505,133411,3,56,0,Michelle de la Collin,Mouila,43,Mécanicien(ne),98337,59,gimac,56,1116431,19936.26785714286,38405,10447.419212402423,5,1,4,13,11,12,11,9
363,506,143847,6,62,0,Julien Hubert,Oyem,61,Agriculteur(trice),108178,47,gimac,62,1537309,24795.3064516129,42892,10723.858101293536,5,1,1,14,12,11,13,12
364,508,89864,9,63,0,Claudine Dos Santos,Moanda,64,Agriculteur(trice),66099,48,airtel,63,874853,13886.555555555555,26092,7537.339932024829,5,1,2,14,12,11,12,14
365,509,90124,12,34,0,Guy Georges,Moanda,44,Coiffeur(se),121101,15,moov,34,1006253,29595.676470588234,48326,13673.47695295772,5,1,3,4,6,9,4,11
366,510,163421,3,46,1,Noël Pons,Port-Gentil,48,Commerçant(e),69625,55,gimac,46,759650,16514.130434782608,27829,7945.293549177946,5,1,0,15,6,11,7,7
367,511,1039350,3,32,0,Adèle Chevalier de Boucher,Tchibanga,30,Agriculteur(trice),462525,5,airtel,32,2249934,70310.4375,99670,29423.389273136916,5,1,3,9,3,8,8,4
368,512,368235,6,45,0,Denis du Masson,Mouila,21,Chauffeur de taxi,182000,20,airtel,45,1801488,40033.066666666666,72487,19366.412678092496,5,1,2,11,10,6,7,11
369,513,238277,6,58,0,Georges Hernandez de Rousseau,Tchibanga,27,Coiffeur(se),213409,37,gimac,58,2613436,45059.24137931035,84767,24420.17984208268,5,1,3,12,14,12,10,10
370,514,41930,3,33,0,Marc Riou-Loiseau,Moanda,31,Chauffeur de taxi,80508,29,gimac,33,540259,16371.484848484848,30883,7584.183641472282,5,1,2,6,6,6,4,11
371,516,85841,3,60,0,Agnès Lefort,Mouila,18,Commerçant(e),124281,31,gimac,60,1525632,25427.2,48925,13923.96824866498,5,1,4,12,14,7,13,14
372,518,125746,12,26,0,Adélaïde Bonneau,Oyem,62,Coiffeur(se),160707,16,moov,26,818498,31480.69230769231,63954,15911.498938237664,5,1,20,7,6,3,6,4
373,519,94015,9,33,0,Isabelle Masse,Moanda,28,Artisan(e),53125,38,airtel,33,327942,9937.636363636364,19654,5379.9103141814885,5,1,2,9,3,11,6,4
374,520,75773,12,31,0,Éléonore Chartier,Lambaréné,45,Chauffeur de taxi,73651,47,moov,31,464799,14993.516129032258,29181,8547.363362936228,5,1,1,7,8,7,5,4
375,522,236006,3,60,1,Rémy Devaux,Libreville,55,Agriculteur(trice),129203,47,airtel,60,1617471,26957.85,51119,15672.499606835889,5,1,5,10,12,14,10,14
376,523,268682,12,31,0,Claude de Perrier,Moanda,52,Petit éleveur,159732,41,airtel,31,1118026,36065.354838709674,63717,14005.902771208972,5,1,0,9,6,4,6,6
377,524,234892,12,14,1,Amélie Bousquet,Libreville,21,Artisan(e),109266,7,moov,14,341130,24366.428571428572,41430,12240.026179674653,5,1,8,1,4,3,3,3
378,525,206018,6,19,1,Michelle Fleury,Tchibanga,62,Chauffeur de taxi,92466,17,airtel,19,369496,19447.157894736843,35797,10270.21017995011,5,1,2,5,4,2,2,6
379,526,138757,6,20,1,Joseph Mercier,Mouila,60,Artisan(e),169985,20,gimac,20,778154,38907.7,64785,16114.634460638565,4,1,5,8,4,3,0,5
380,527,142707,6,30,0,Isabelle Peron,Franceville,44,Artisan(e),104341,45,gimac,30,623225,20774.166666666668,40317,12053.08372069824,5,1,5,9,8,1,4,8
381,529,37939,6,49,0,Christiane Bertrand,Oyem,40,Mécanicien(ne),64903,34,moov,49,602294,12291.714285714286,25467,6918.941221386404,5,1,1,12,9,9,9,10
382,530,42324,9,62,0,Maggie Weiss,Oyem,62,Restaurateur(trice),45540,59,moov,62,567973,9160.854838709678,18046,4966.5211225313415,5,1,5,9,7,13,21,12
383,531,80688,3,21,1,Zacharie Barthelemy,Port-Gentil,64,Artisan(e),114791,6,moov,21,493269,23489.0,44569,13591.23991032459,5,1,8,4,3,4,8,2
384,532,122814,3,42,1,Édith Dufour,Moanda,47,Commerçant(e),129765,19,airtel,42,1277961,30427.64285714286,50120,15832.35992889621,5,1,0,12,5,3,7,15
385,533,272443,9,60,0,Michel Da Silva,Lambaréné,45,Artisan(e),173983,44,airtel,60,2256519,37608.65,69092,20640.880969098886,5,1,5,8,12,13,19,8
386,534,42789,3,46,0,Eugène Bertrand de la Dupont,Tchibanga,57,Vendeur(se) au marché,123709,58,gimac,46,1272034,27652.91304347826,49243,14913.633786015454,5,1,1,15,6,7,10,8
387,536,382054,9,34,0,Thérèse Fleury,Franceville,62,Commerçant(e),209901,8,airtel,34,1752198,51535.23529411765,83738,21275.68103251937,5,1,3,3,14,6,6,5
388,537,170202,6,34,0,Tristan Aubert,Franceville,57,Mécanicien(ne),94715,29,moov,34,669210,19682.647058823528,34664,9223.502680101501,5,1,1,8,8,6,3,9
389,539,315229,12,8,0,Laetitia Denis,Moanda,59,Coiffeur(se),201450,5,airtel,8,365692,45711.5,67865,15907.56086178609,4,1,0,0,2,2,1,3
390,540,195900,9,35,1,Renée Alexandre,Oyem,60,Coiffeur(se),189811,50,gimac,35,1526086,43602.45714285714,75059,22773.469244538323,5,1,1,5,11,4,6,9
391,541,45230,6,26,0,Nathalie Maillot,Mouila,60,Couturier(ère),106875,7,moov,26,574191,22084.26923076923,40525,10232.438808251696,5,1,5,6,6,3,5,6
392,542,104977,12,50,0,Paul Jacquot,Franceville,53,Petit éleveur,60446,25,airtel,50,605237,12104.74,24161,7271.452466449652,5,1,2,11,12,14,6,7
393,548,26741,12,39,0,Marine Cohen,Tchibanga,39,Coiffeur(se),65572,14,airtel,39,532215,13646.538461538461,25197,7680.95017369923,5,1,1,5,9,12,8,5
394,549,65459,9,45,0,Joseph Bonneau,Tchibanga,63,Coiffeur(se),46928,39,gimac,45,469805,10440.111111111111,18478,5469.582488728925,5,1,8,7,12,8,10,8
395,550,95166,3,62,0,Laure Riou,Oyem,18,Coiffeur(se),93513,43,moov,62,1128325,18198.790322580644,37357,11080.851768078766,5,1,1,11,17,10,15,9
396,551,74423,9,29,0,Auguste Leconte,Port-Gentil,20,Chauffeur de taxi,63074,45,moov,29,371780,12820.0,24035,6713.965540998425,5,1,10,6,5,7,4,7
397,552,63931,9,61,0,Mathilde Blanchet,Mouila,24,Vendeur(se) au marché,30000,47,gimac,61,397332,6513.639344262295,11914,3485.4002545512944,5,1,0,16,7,10,11,17
398,555,231377,12,64,0,Tristan Poulain-Étienne,Franceville,49,Commerçant(e),164354,43,gimac,64,2332825,36450.390625,65320,18377.614359415715,5,1,1,11,21,12,10,10
399,556,362287,6,47,0,Alexandria Texier,Tchibanga,50,Chauffeur de taxi,170111,28,gimac,47,1650073,35107.936170212764,67431,17910.7898041622,5,1,5,7,5,7,12,16
400,558,111692,12,25,0,Michelle Hebert,Mouila,56,Couturier(ère),218460,25,moov,25,1151663,46066.52,83576,23340.266085172778,4,1,3,0,5,6,7,7
401,559,99731,12,40,0,Sébastien Dos Santos,Tchibanga,26,Chauffeur de taxi,84122,19,moov,40,718040,17951.0,33140,9908.589643231206,5,1,2,7,8,7,9,9
402,560,152442,9,61,0,Mathilde du Bouvier,Moanda,62,Agriculteur(trice),250011,33,moov,61,2991779,49045.55737704918,99258,27280.543003836145,5,1,2,14,8,13,13,13
403,562,34847,12,38,0,Paul Paul,Lambaréné,63,Artisan(e),30000,12,moov,38,256965,6762.236842105263,11965,3666.6743045849153,5,1,7,9,5,7,8,9
404,563,265607,3,57,0,Célina Charles,Mouila,61,Agriculteur(trice),115111,43,moov,57,1311618,23010.842105263157,45880,12619.54504045988,5,1,1,13,14,11,10,9
405,564,326228,9,13,0,Maurice-Franck Raymond,Port-Gentil,19,Mécanicien(ne),193429,1,airtel,13,438223,33709.46153846154,65217,16370.931792944188,5,1,11,6,2,1,3,1
406,565,25000,9,30,0,Patrick Bourgeois de Dufour,Moanda,27,Commerçant(e),32261,19,gimac,30,233082,7769.4,12719,3516.959125388746,5,1,2,5,7,7,5,6
407,567,277727,6,53,0,Aurore Normand,Oyem,65,Agriculteur(trice),142675,36,moov,53,1687213,31834.20754716981,57036,15015.193515951782,5,1,1,10,8,8,10,17
408,568,49651,3,66,0,Marie Lacombe,Moanda,62,Commerçant(e),30000,52,moov,66,356410,5400.151515151515,11972,3106.867619880062,5,1,2,15,12,9,17,13
409,570,104132,3,72,0,Henri Barbier de la Étienne,Tchibanga,32,Coiffeur(se),173938,56,gimac,72,2915929,40499.01388888889,67775,19087.350714797052,5,1,3,15,12,12,13,20
410,572,28273,12,12,1,Georges Teixeira,Moanda,18,Coiffeur(se),72473,11,moov,12,180232,15019.333333333334,24503,6096.946215238835,5,1,16,1,2,2,3,4
411,573,91266,9,23,1,Jules Lenoir,Lambaréné,56,Commerçant(e),127435,10,gimac,23,619584,26938.434782608696,50683,13407.137454037771,5,1,2,8,2,2,4,7
412,574,145077,6,36,0,Michèle-Suzanne Courtois,Lambaréné,22,Coiffeur(se),140357,32,gimac,36,1089135,30253.75,54575,14745.554902846388,5,1,3,7,9,6,2,12
413,575,28587,3,34,0,Thibault Fernandez,Franceville,44,Agriculteur(trice),69342,5,gimac,34,492986,14499.588235294117,27517,8209.229023400752,5,1,6,10,7,9,4,4
414,576,37287,12,45,0,Honoré Chauvin,Oyem,60,Coiffeur(se),84727,57,moov,45,885483,19677.4,33073,9564.190070256862,5,1,1,14,10,3,7,11
415,577,188808,3,62,0,Olivie Lecoq,Tchibanga,53,Commerçant(e),82180,49,airtel,62,1034145,16679.75806451613,32746,9151.825942840513,5,1,2,14,14,8,10,16
416,579,32098,9,54,1,Arnaude Lebreton,Libreville,51,Coiffeur(se),76458,19,gimac,54,739202,13688.925925925925,30243,9332.09800847015,5,1,1,6,11,13,14,10
417,580,79627,12,11,0,Marie Rodriguez,Moanda,59,Couturier(ère),173195,3,moov,11,345206,31382.363636363636,47393,12679.925908874447,5,1,8,3,2,1,3,2
418,581,58368,6,45,0,Édith Lecoq-Dumont,Libreville,58,Artisan(e),130113,11,airtel,45,1153076,25623.911111111112,49017,13768.418498377534,5,1,4,14,10,7,8,6
419,582,203605,12,58,0,Camille Lefèvre,Mouila,24,Couturier(ère),214134,56,gimac,58,2526567,43561.5,85486,22787.211419773892,5,1,2,14,14,13,9,8
420,583,156520,6,43,1,Raymond Brunet,Port-Gentil,65,Chauffeur de taxi,153264,53,airtel,43,1525968,35487.62790697674,60650,18369.302614005708,5,1,5,12,12,8,4,7
421,584,106209,6,10,0,Émile Renard Le Lacombe,Port-Gentil,21,Chauffeur de taxi,92706,6,moov,10,215396,21539.6,36538,8720.937197342955,5,1,27,1,2,3,3,1
422,585,148335,6,42,0,Jérôme Paul-Jacquet,Moanda,44,Mécanicien(ne),113625,15,moov,42,998898,23783.285714285714,44089,10904.92505713552,5,1,0,11,8,4,8,11
423,586,118848,3,45,0,Gilbert Pierre,Mouila,61,Artisan(e),125041,2,gimac,45,1276432,28365.155555555557,49808,13536.664138478867,5,1,2,6,8,10,10,11
424,587,73060,3,22,0,Laure Marchand-Toussaint,Moanda,56,Artisan(e),73525,19,moov,22,406218,18464.454545454544,28981,8355.41712918017,5,1,25,1,6,7,5,3
425,588,390655,9,47,1,Thibault Joubert de Gaudin,Libreville,48,Chauffeur de taxi,160424,26,gimac,47,1578296,33580.765957446805,61519,18312.865933679055,5,1,0,9,12,9,5,12
426,590,482261,12,18,0,Émile Delmas,Libreville,53,Agriculteur(trice),303119,24,airtel,18,1278629,71034.94444444444,99670,29175.469322244033,5,1,12,4,5,3,3,3
427,591,88567,6,46,0,Maggie Thibault de Leroy,Moanda,31,Coiffeur(se),122387,6,airtel,46,1180953,25672.891304347828,48036,14313.61149897112,5,1,0,9,6,12,11,8
428,592,72561,9,38,0,Alphonse Clerc,Franceville,28,Chauffeur de taxi,76578,33,airtel,38,686517,18066.236842105263,30472,8158.806263485635,5,1,1,6,8,11,2,11
429,593,214025,12,12,0,Julie-Françoise Gosselin,Franceville,60,Petit éleveur,115960,8,airtel,12,272285,22690.416666666668,44569,11211.770928629456,5,1,21,2,4,1,4,1
430,594,86340,6,12,1,Patricia-Alix Mahe,Moanda,24,Couturier(ère),106092,5,gimac,12,226289,18857.416666666668,32619,8779.971655145107,4,1,6,4,4,0,2,2
431,595,1191652,3,51,0,Luce Clerc-Hernandez,Franceville,60,Couturier(ère),546829,23,airtel,51,4197411,82302.17647058824,99670,26792.354427863094,5,1,8,13,9,9,6,14
432,596,71024,12,42,1,Jacqueline Pottier,Lambaréné,49,Restaurateur(trice),77826,13,moov,42,648982,15451.952380952382,30707,8528.832791077857,5,1,2,9,8,8,5,12
433,597,188138,12,59,0,Lucy De Sousa,Franceville,54,Petit éleveur,117298,38,moov,59,1405345,23819.406779661018,45639,11757.457809493606,5,1,2,17,9,17,6,10
434,599,352595,3,64,0,Patricia Guillet,Lambaréné,48,Restaurateur(trice),147915,47,moov,64,1983277,30988.703125,57507,17272.64695910729,5,1,1,11,15,8,16,14
435,601,83209,3,37,0,Claire Bouvier Le Peron,Port-Gentil,64,Artisan(e),44216,17,airtel,37,356516,9635.567567567568,17542,5006.296266483617,5,1,3,5,8,7,7,10
436,602,530725,6,38,0,Noémi Dumont,Mouila,55,Couturier(ère),262189,53,airtel,38,2106737,55440.44736842105,99622,28896.90548072614,5,1,1,6,5,6,11,10
437,604,43738,9,60,1,Nicolas Rivière-Da Costa,Moanda,26,Restaurateur(trice),35622,38,gimac,60,426211,7103.516666666666,13669,3744.6652969468705,5,1,5,9,10,14,14,13
438,606,498516,3,22,0,André Charpentier,Tchibanga,28,Chauffeur de taxi,215506,9,gimac,22,744381,33835.5,84158,26502.41031581126,5,1,22,5,3,8,4,2
439,607,194832,9,17,1,Paulette Menard,Tchibanga,32,Artisan(e),96135,15,moov,17,319432,18790.117647058825,33219,10389.785921052182,5,1,8,3,4,6,2,2
440,608,32969,9,15,0,Isaac Verdier,Lambaréné,42,Restaurateur(trice),85784,14,moov,15,255038,17002.533333333333,33742,11023.761555752882,5,1,23,3,2,1,5,4
441,609,79637,12,57,0,Élisabeth Ledoux,Moanda,65,Vendeur(se) au marché,117064,34,gimac,57,1210776,21241.684210526317,44911,11771.629887994473,5,1,0,10,9,12,16,10
442,610,86808,12,29,0,Paul Buisson,Mouila,41,Petit éleveur,104323,42,gimac,29,610844,21063.58620689655,41644,13144.548165133605,5,1,15,5,4,8,8,4
443,611,103191,12,54,0,Zoé Le Gall,Lambaréné,49,Restaurateur(trice),61080,53,gimac,54,673647,12474.944444444445,23177,7191.09567429438,5,1,3,14,6,11,13,10
444,612,109351,3,59,0,Aimée Robin,Moanda,31,Chauffeur de taxi,91095,33,airtel,59,1244689,21096.42372881356,36338,9882.67251862884,5,1,3,13,13,9,10,14
445,613,34225,9,59,0,Claude Albert,Port-Gentil,60,Couturier(ère),40692,53,moov,59,504918,8557.93220338983,15857,4140.650835333977,5,1,1,8,15,14,12,10
446,614,533704,6,32,0,Franck Guillon-Benard,Tchibanga,48,Couturier(ère),310195,31,gimac,32,2216393,69262.28125,99670,31175.27367314946,5,1,1,3,10,8,4,7
447,615,112944,9,28,0,André Carre,Libreville,54,Chauffeur de taxi,108030,41,airtel,28,664447,23730.25,42399,12452.224705664861,5,1,2,5,5,11,1,6
448,616,99328,12,28,0,Sylvie Renault,Libreville,64,Vendeur(se) au marché,101601,37,airtel,28,564898,20174.928571428572,40639,10282.782207196402,5,1,1,5,7,3,3,10
449,617,92264,6,23,1,Adrienne Nicolas-Perret,Tchibanga,28,Couturier(ère),47033,31,moov,23,226869,9863.869565217392,17954,4745.146940002326,5,1,0,10,3,4,1,5
450,619,72872,9,69,1,Océane Poulain,Tchibanga,56,Petit éleveur,33262,60,airtel,69,504679,7314.188405797101,13301,3813.629050853092,5,1,3,14,15,12,11,17
451,620,115064,9,13,1,Luc Roux,Libreville,30,Agriculteur(trice),62783,7,gimac,13,180794,13907.23076923077,22802,6617.837727861547,3,1,7,5,0,3,0,5
452,622,155595,3,24,0,Auguste Collin du Salmon,Port-Gentil,23,Restaurateur(trice),228759,35,gimac,24,1105957,46081.541666666664,89749,25384.951716526117,4,1,0,4,0,5,8,7
453,623,44987,3,39,0,Laurence Ferrand-Bazin,Libreville,61,Mécanicien(ne),37812,53,gimac,39,309465,7935.0,14841,4329.957153063807,5,1,4,7,9,9,9,5
454,624,55432,6,46,0,Célina Rodriguez de Carlier,Mouila,32,Restaurateur(trice),51420,45,moov,46,409323,8898.326086956522,18535,5608.189642753009,5,1,2,6,7,13,7,13
455,625,31583,6,63,0,Maggie Pascal,Port-Gentil,45,Chauffeur de taxi,44912,59,moov,63,575728,9138.539682539682,17754,5268.533749093327,5,1,4,10,16,13,9,15
456,626,111821,12,48,0,Claire Philippe,Port-Gentil,36,Petit éleveur,95735,55,gimac,48,1013505,21114.6875,38228,10071.76050480865,5,1,1,12,7,5,12,12
457,627,143454,3,60,0,Dominique Maréchal de Lambert,Libreville,54,Agriculteur(trice),87908,46,airtel,60,1073337,17888.95,34994,9221.148052397668,5,1,4,9,12,11,15,13
458,628,161148,3,44,0,Daniel Delannoy,Lambaréné,44,Coiffeur(se),101981,14,airtel,44,1035001,23522.75,39781,11772.584648586711,5,1,2,15,10,5,5,9
459,629,25720,12,15,0,Thérèse Paul,Moanda,52,Mécanicien(ne),35601,17,gimac,15,123176,8211.733333333334,13684,4596.428045880016,4,1,0,2,2,0,8,3
